well_id,x,y,z,time_days,time_years,concentration_observed_mg_L,above_detection_limit,detection_limit_mg_L,eval_split
W02,380.0,230.0,221.24761904761903,3120.7500000000005,8.55,0.21701553534547938,True,0.005,public_noisy_censored_mixed_times
W02,380.0,230.0,221.24761904761903,3412.75,9.35,0.1845377011421778,True,0.005,public_noisy_censored_mixed_times
W02,380.0,230.0,221.24761904761903,3796.0,10.4,0.42683886421242123,True,0.005,public_noisy_censored_mixed_times
W02,380.0,230.0,221.24761904761903,4270.5,11.7,0.5611128294014056,True,0.005,public_noisy_censored_mixed_times
W02,380.0,230.0,221.24761904761903,4836.25,13.25,0.7186134631255664,True,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,2146.2,5.88,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,2339.65,6.41,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,2562.2999999999997,7.02,0.005648018047015017,True,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,3796.0,10.4,0.006563831344503697,True,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,4270.5,11.7,0.033633000970641674,True,0.005,public_noisy_censored_mixed_times
W03,460.0,240.0,221.29999999999998,4836.25,13.25,0.05874470477406197,True,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,2146.2,5.88,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,2339.65,6.41,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,2562.2999999999997,7.02,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,3796.0,10.4,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,4270.5,11.7,0.0,False,0.005,public_noisy_censored_mixed_times
W04,560.0,250.0,221.34761904761905,4836.25,13.25,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,2146.2,5.88,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,2339.65,6.41,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,2562.2999999999997,7.02,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,3796.0,10.4,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,4270.5,11.7,0.0,False,0.005,public_noisy_censored_mixed_times
W05,520.0,205.0,221.32857142857142,4836.25,13.25,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,2146.2,5.88,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,2339.65,6.41,0.005940172285049123,True,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,2562.2999999999997,7.02,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,3796.0,10.4,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,4270.5,11.7,0.0,False,0.005,public_noisy_censored_mixed_times
W06,520.0,295.0,221.32857142857142,4836.25,13.25,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,2146.2,5.88,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,2339.65,6.41,0.0057125754537419565,True,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,2562.2999999999997,7.02,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,3796.0,10.4,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,4270.5,11.7,0.0,False,0.005,public_noisy_censored_mixed_times
W07,680.0,260.0,221.38571428571427,4836.25,13.25,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1095.0,3.0,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1197.1999999999998,3.2799999999999994,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1324.95,3.6300000000000003,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1478.25,4.05,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1631.55,4.47,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1799.4499999999998,4.93,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,1956.4,5.36,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,2146.2,5.88,0.006127831651967341,True,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,2339.65,6.41,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,2562.2999999999997,7.02,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,2825.1,7.739999999999999,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,3120.7500000000005,8.55,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,3412.75,9.35,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,3796.0,10.4,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,4270.5,11.7,0.0,False,0.005,public_noisy_censored_mixed_times
W08,760.0,210.0,221.4047619047619,4836.25,13.25,0.0,False,0.005,public_noisy_censored_mixed_times
